수집일,템플릿ID,이름,썸네일날짜,카테고리,검색키워드,순위,페이지수,프리미엄,폭,높이,노출횟수,썸네일URL,노출후보플래그,신호라벨,신뢰도,판정규칙버전
2026-08-03,kvnmzf96ir6sbyal,Real 갈배에이드 포스터,2026-07-21,placard_poster_ver,까페메뉴,255,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/21/11/30/kvnmzf96ir6sbyal/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kjzz7ims59zcxuyy,분홍색 깔끔 네일 메뉴판,2026-07-21,web_post_ver_poster,까페메뉴,313,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/21/11/30/kjzz7ims59zcxuyy/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kk1jpggpw2myz7yk,초록 깔끔한 브런치 메뉴 홍보,2026-07-20,poster_ver_print,까페메뉴,116,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/20/15/30/kk1jpggpw2myz7yk/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k3vg96va6oax0nn0,주황 깔끔 복숭아 디저트 메뉴판,2026-07-20,web_post_ver_poster,까페메뉴,50,,O,891,1260,1,https://file.miricanvas.com/template_json_thumb/2026/07/20/14/30/k3vg96va6oax0nn0/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,krqnyncg8hqpxg2s,베이지 심플 도넛 메뉴 홍보,2026-07-20,web_post_ver_poster,까페메뉴,86,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/20/14/30/krqnyncg8hqpxg2s/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k1hlza05o9mo16uf,내추럴 신메뉴 브런치 출시,2026-07-20,web_post_ver_poster,까페메뉴,157,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/20/14/30/k1hlza05o9mo16uf/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k6kokrbx3gxzldhs,내추럴 신메뉴 브런치 출시,2026-07-20,instagram_image_ver,까페메뉴,264,,O,320,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/20/14/30/k6kokrbx3gxzldhs/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kn5mx2fw2j3d6x4f,빨강 심플 토마토주스 메뉴판 홍보,2026-07-20,instagram_image_ver,까페메뉴,354,,O,320,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/20/14/30/kn5mx2fw2j3d6x4f/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k21fqr7cba5q7lwx,흰색 깔끔 카페 메뉴판 메뉴판,2026-07-20,banner,까페메뉴,13,,O,133,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/20/11/30/k21fqr7cba5q7lwx/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k3t77b855gtqogtc,검정 심플 커피 메뉴 메뉴 홍보,2026-07-20,placard_poster_ver,까페메뉴,19,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/20/11/30/k3t77b855gtqogtc/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k8upx70an5rn2gxp,심플 카페 메뉴판 홍보물,2026-07-20,placard_poster_ver,까페메뉴,36,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/20/11/30/k8upx70an5rn2gxp/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kppig5f2lhfzqui3,심플 카페 메뉴판 홍보물,2026-07-20,banner,까페메뉴,76,,O,133,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/20/11/30/kppig5f2lhfzqui3/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k1u2ywreixsy9cf0,주황 심플 카페 음료 메뉴 홍보,2026-07-20,web_post_ver_poster,까페메뉴,79,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/20/11/30/k1u2ywreixsy9cf0/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k1e0m3bthf0e3kdq,검정 심플 커피 메뉴 메뉴 홍보,2026-07-20,banner,까페메뉴,129,,O,133,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/20/11/30/k1e0m3bthf0e3kdq/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k453gwk5x9sen67q,올 여름은 컵냉묵이다 포스터,2026-07-20,banner,까페메뉴,384,,O,133,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/20/11/30/k453gwk5x9sen67q/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k7nr37codccvlok9,파랑 심플 커피메뉴 안내,2026-07-20,sticker_vertical_rect,까페메뉴,25,,O,250,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/20/10/30/k7nr37codccvlok9/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kfnim83aailml4u4,파랑 심플 커피메뉴 안내,2026-07-20,sticker_circle,까페메뉴,131,,O,400,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/20/10/30/kfnim83aailml4u4/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kkx8iqg79cw6mhy3,파랑 심플 커피메뉴 안내,2026-07-20,sticker_square,까페메뉴,144,,O,400,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/20/10/30/kkx8iqg79cw6mhy3/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kpgv7pdrnj4p708w,핑크 감성 복숭아 스무디 메뉴 홍보,2026-07-17,poster_ver_print,까페메뉴,147,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/17/10/30/kpgv7pdrnj4p708w/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k1xbv75yjlurumyl,초록 말차라떼 메뉴 음료 홍보,2026-07-17,placard_poster_ver,까페메뉴,207,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/17/10/30/k1xbv75yjlurumyl/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,krzfctfw9w4n0fux,흰색 심플 커피 메뉴판 메뉴 홍보,2026-07-16,placard_poster_hor,까페메뉴,68,,O,640,453,1,https://file.miricanvas.com/template_json_thumb/2026/07/16/18/10/krzfctfw9w4n0fux/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kl955qkqvpxwmkak,빨강 깔끔 토마토 빙수 메뉴 홍보,2026-07-16,placard_poster_ver,까페메뉴,180,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/16/18/10/kl955qkqvpxwmkak/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kv64sj2m744u36h4,흰색 깔끔 카페 메뉴판 홍보,2026-07-16,post_card_90_90,까페메뉴,28,,O,400,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/16/14/30/kv64sj2m744u36h4/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kfyluemtt9l62xt7,흰색 깔끔 카페 메뉴판 홍보,2026-07-16,banner,까페메뉴,29,,O,133,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/16/14/30/kfyluemtt9l62xt7/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kfe8e0i634uoppvo,흰색 깔끔 음료 메뉴판 안내,2026-07-16,banner,까페메뉴,49,,O,133,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/16/14/30/kfe8e0i634uoppvo/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kntyhwqw69hutapa,흰색 깔끔 카페 메뉴판 메뉴 홍보,2026-07-16,placard_hor,까페메뉴,177,,O,1280,230,1,https://file.miricanvas.com/template_json_thumb/2026/07/16/14/30/kntyhwqw69hutapa/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k2mg1rlokw11u98d,리얼 배 참외 에이드 포스터,2026-07-16,placard_poster_ver,까페메뉴,189,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/16/10/30/k2mg1rlokw11u98d/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k5rclsghyi4imbq4,리얼 배 에이드 포스터,2026-07-15,placard_poster_ver,까페메뉴,400,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/15/18/30/k5rclsghyi4imbq4/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k7dx1li4jmsnugxs,빨강 심플 무화과 디저트 메뉴판,2026-07-15,placard_poster_ver,까페메뉴,38,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/15/16/30/k7dx1li4jmsnugxs/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k3oc2bzbyjruo6ri,주황 심플 스파클링 배 음료 메뉴 홍보,2026-07-15,placard_poster_ver,까페메뉴,139,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/15/16/30/k3oc2bzbyjruo6ri/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k2c6cqgxrwba5hnn,갈색 깔끔 가을음료 메뉴판,2026-07-15,placard_poster_ver,까페메뉴,244,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/15/16/30/k2c6cqgxrwba5hnn/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k8tst19q7nyfyk7o,하늘색 깔끔 참외라떼 메뉴판 홍보,2026-07-15,placard_poster_ver,까페메뉴,236,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/15/15/30/k8tst19q7nyfyk7o/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,ksybn1r0krlszajb,베이지 깔끔 커피 음료 홍보,2026-07-15,placard_poster_ver,까페메뉴,373,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/15/15/30/ksybn1r0krlszajb/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,klu64emqk0wslf3r,갈색 심플 아이스크림 라떼 메뉴판 홍보,2026-07-15,placard_square,까페메뉴,62,,O,400,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/15/13/30/klu64emqk0wslf3r/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kovc1f4pdqf7wdrq,갈색 깔끔 아이스커피 메뉴판 홍보,2026-07-15,banner,까페메뉴,63,,O,133,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/15/13/30/kovc1f4pdqf7wdrq/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kuj3t89syd7iopy0,갈색 모던 아이스크림 라떼 메뉴판 홍보,2026-07-15,poster_hor_print,까페메뉴,92,,O,400,283,1,https://file.miricanvas.com/template_json_thumb/2026/07/15/13/30/kuj3t89syd7iopy0/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kml5jtozo8s8sfvs,갈색 미니멀 커피 메뉴 홍보,2026-07-15,placard_hor,까페메뉴,123,,O,1280,230,1,https://file.miricanvas.com/template_json_thumb/2026/07/15/13/30/kml5jtozo8s8sfvs/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kf2t8by0dovsi3xr,베이지 클래식 치즈케이크 홍보,2026-07-15,web_post_ver_poster,까페메뉴,128,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/15/12/30/kf2t8by0dovsi3xr/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k2msalvnmfh3ov65,노랑 깔끔 건강음료 홍보,2026-07-15,placard_poster_ver,까페메뉴,391,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/15/09/30/k2msalvnmfh3ov65/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kgoh2107gffeg2rc,흰색 깔끔 카페 메뉴판 홍보,2026-07-14,placard_hor,까페메뉴,27,,O,1280,230,1,https://file.miricanvas.com/template_json_thumb/2026/07/14/19/30/kgoh2107gffeg2rc/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k2wqxftv785v1faf,곱배기 스무디 포스터,2026-07-14,placard_poster_ver,까페메뉴,148,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/14/18/30/k2wqxftv785v1faf/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kk4rn8z7v2k5l9jp,갈색 모던 핸드드립커피 메뉴 홍보,2026-07-14,poster_ver_print,까페메뉴,305,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/14/15/30/kk4rn8z7v2k5l9jp/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kvjy3ad9zklolf61,하늘색 심플 소프트아이스크림 메뉴판,2026-07-14,poster_ver_print,까페메뉴,341,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/14/15/30/kvjy3ad9zklolf61/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k6625o0gvanwcnhm,초록 깔끔 카페 메뉴판 홍보,2026-07-14,poster_hor_print,까페메뉴,21,,O,640,453,1,https://file.miricanvas.com/template_json_thumb/2026/07/14/14/30/k6625o0gvanwcnhm/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k0151dkbisofo42a,그린 심플 음료 광고,2026-07-14,web_post_ver_poster,까페메뉴,256,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/14/13/30/k0151dkbisofo42a/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kkwxggpj0x47jesp,노랑 미니멀 수제청 신메뉴 음료 홍보,2026-07-14,web_post_ver_poster,까페메뉴,276,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/14/10/30/kkwxggpj0x47jesp/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k5yelsw4kpcddj4m,보라 미니멀 무화과 디저트 메뉴 홍보,2026-07-13,web_post_ver_poster,까페메뉴,275,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/13/20/30/k5yelsw4kpcddj4m/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k8hgh2s8w8ab856h,빨강 심플 수박주스 메뉴 홍보,2026-07-13,placard_banner_ver_small,까페메뉴,401,,O,200,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/13/20/30/k8hgh2s8w8ab856h/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kcnfbhcu9qr05v61,파랑 심플 여름 음료 메뉴판,2026-07-13,poster_ver_print,까페메뉴,353,,O,1123,1587,1,https://file.miricanvas.com/template_json_thumb/2026/07/13/19/30/kcnfbhcu9qr05v61/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k3qqplcla4vbud4d,빨강 심플 여름음료 메뉴판 홍보,2026-07-13,poster_ver_print,까페메뉴,394,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/13/19/30/k3qqplcla4vbud4d/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kw9du2hjqch9celd,Real 참외주스 포스터,2026-07-13,web_post_ver_poster,까페메뉴,363,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/13/15/30/kw9du2hjqch9celd/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kdbju8539gwn42oz,분홍색 심플 복숭아 음료 홍보,2026-07-13,instagram_image_ver,까페메뉴,372,,O,320,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/13/15/30/kdbju8539gwn42oz/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kkfu1dttzndl3wtw,씨원한한컵 컵냉묵 레트로 포스터,2026-07-13,banner,까페메뉴,302,,O,133,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/13/14/30/kkfu1dttzndl3wtw/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kexjnysh8ny9pwcx,참외컵빙수 포스터,2026-07-13,poster_hor_print,까페메뉴,395,,O,640,453,1,https://file.miricanvas.com/template_json_thumb/2026/07/13/14/30/kexjnysh8ny9pwcx/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kss9csttujao80dh,회색 심플 음료 메뉴판 안내,2026-07-13,poster_hor_print,까페메뉴,109,,O,1587,1123,1,https://file.miricanvas.com/template_json_thumb/2026/07/13/08/30/kss9csttujao80dh/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kc5rv5kg5u0aacky,배로 맛있다 갈배스무디,2026-07-10,placard_poster_ver,까페메뉴,196,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/10/18/30/kc5rv5kg5u0aacky/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k1invn8q08gwz8e3,이달의 음료를 추천해주는 카페 달력,2026-07-10,wall_calendar_1_2,까페메뉴,165,14,O,198,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/10/14/50/k1invn8q08gwz8e3/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,ki9q03h4cp65yhn0,갈색 깔끔 가을음료 메뉴판,2026-07-10,placard_poster_ver,까페메뉴,246,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/10/10/30/ki9q03h4cp65yhn0/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k3plm41wlw2sl65t,주황 모던 도넛 메뉴 홍보,2026-07-09,web_post_ver_poster,까페메뉴,227,,O,891,1260,1,https://file.miricanvas.com/template_json_thumb/2026/07/09/11/30/k3plm41wlw2sl65t/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kotmc875vm4ziqqp,초록 심플 말차라떼 메뉴 홍보,2026-07-09,instagram_image_ver,까페메뉴,237,,O,320,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/09/10/30/kotmc875vm4ziqqp/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,krewz4zq68j3u0u8,주황 심플 도넛 메뉴 홍보,2026-07-09,social_media_square,까페메뉴,118,,O,400,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/09/09/30/krewz4zq68j3u0u8/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k14eowsinnlgqnh5,흰색 심플 카페 메뉴판 홍보,2026-07-08,placard_square,까페메뉴,18,,O,400,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/08/19/30/k14eowsinnlgqnh5/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k8b65gidi9rdq1e3,검정 깔끔 카페 메뉴판 홍보,2026-07-08,placard_hor,까페메뉴,137,,O,1280,230,1,https://file.miricanvas.com/template_json_thumb/2026/07/08/19/30/k8b65gidi9rdq1e3/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,khkykpx0b919ujpk,흰색 깔끔 카페 메뉴판 홍보,2026-07-08,banner,까페메뉴,158,,O,133,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/08/19/30/khkykpx0b919ujpk/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kq40xl7qt179cfel,갈색 깔끔 크림라떼 메뉴 홍보,2026-07-07,social_media_square,까페메뉴,199,,O,400,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/07/18/30/kq40xl7qt179cfel/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kvh88cvh0cpzs8bj,베이지 심플 커피 메뉴판 홍보,2026-07-07,placard_hor,까페메뉴,245,,O,1280,230,1,https://file.miricanvas.com/template_json_thumb/2026/07/07/12/30/kvh88cvh0cpzs8bj/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kmtkarpe6naynio1,흰색 깔끔 크림 아메리카노 메뉴 홍보,2026-07-07,poster_hor_print,까페메뉴,277,,O,640,451,1,https://file.miricanvas.com/template_json_thumb/2026/07/07/12/30/kmtkarpe6naynio1/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,ks6nz2sgljcnu5wk,흰색 미니멀 크림 아메리카노 메뉴 홍보,2026-07-07,sticker_circle,까페메뉴,278,,O,400,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/07/12/30/ks6nz2sgljcnu5wk/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kgtspu33o17n5tcd,초록 심플 녹차빙수 메뉴판,2026-07-06,instagram_image_ver,까페메뉴,298,,O,320,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/06/09/30/kgtspu33o17n5tcd/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kmtf1l2g0fzw5ezh,파랑 모던 수박주스 메뉴 홍보,2026-07-03,banner,까페메뉴,154,,O,133,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/03/10/30/kmtf1l2g0fzw5ezh/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kvy8vfs5broz0q4r,파랑 모던 수박주스 메뉴 홍보,2026-07-03,pop_print_420_297,까페메뉴,281,,O,640,453,1,https://file.miricanvas.com/template_json_thumb/2026/07/03/10/30/kvy8vfs5broz0q4r/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k26bee64jgfzuywh,파랑 모던 아이스크림 라떼 홍보,2026-07-02,pop_print_420_297,까페메뉴,142,,O,640,453,1,https://file.miricanvas.com/template_json_thumb/2026/07/02/10/30/k26bee64jgfzuywh/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,krkvp8r9li643z3v,파랑 모던 아이스크림 라떼 홍보,2026-07-02,placard_square,까페메뉴,153,,O,400,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/02/10/30/krkvp8r9li643z3v/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k4ws5pic1e5hi1in,파랑 모던 아이스크림 라떼 홍보,2026-07-02,banner,까페메뉴,253,,O,133,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/02/10/30/k4ws5pic1e5hi1in/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k1z80enxczxrj677,파랑 깔끔 카페 메뉴 홍보,2026-07-02,banner,까페메뉴,323,,O,133,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/02/10/30/k1z80enxczxrj677/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,klkbfo9wjc8gjs4o,흰색 미니멀 커피 메뉴 홍보,2026-07-02,sticker_vertical_rect,까페메뉴,380,,O,250,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/02/10/30/klkbfo9wjc8gjs4o/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kdvm48gyqpsjg61a,베이지 깔끔 카페 메뉴판 홍보,2026-07-01,poster_ver_print,까페메뉴,14,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/01/09/30/kdvm48gyqpsjg61a/json_thumb.webp,O,노출기반후보,중간,1.0
2026-08-03,k94ealhq4m439out,갈색 깔끔 커피 메뉴판 홍보,2026-07-01,banner,까페메뉴,274,,O,133,400,1,https://file.miricanvas.com/template_json_thumb/2026/07/01/09/30/k94ealhq4m439out/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kv3ji8qikt7y67bx,갈색 깔끔 카페 메뉴 메뉴판,2026-06-30,banner,까페메뉴,176,,O,133,400,1,https://file.miricanvas.com/template_json_thumb/2026/06/30/14/30/kv3ji8qikt7y67bx/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kw7gdvdr54xnysx4,갈색 심플 커피 메뉴 홍보,2026-06-30,placard_poster_ver,까페메뉴,138,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/06/30/13/30/kw7gdvdr54xnysx4/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kc9dcvfigg3mpfs5,베이지 심플 커피 메뉴 홍보,2026-06-30,placard_banner_ver,까페메뉴,257,,O,133,400,1,https://file.miricanvas.com/template_json_thumb/2026/06/30/13/30/kc9dcvfigg3mpfs5/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k3etx8d8ctnndjga,노랑 모던 베이컨 에그 샌드위치 메뉴 홍보,2026-06-30,poster_ver_print,까페메뉴,332,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/06/30/13/30/k3etx8d8ctnndjga/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,khus5yj1dcjqmch2,흰색 깔끔 커피 메뉴 홍보,2026-06-30,placard_poster_ver,까페메뉴,98,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/06/30/07/30/khus5yj1dcjqmch2/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,khkwo1mbgxpunu49,연두 미니멀 음료 메뉴 홍보,2026-06-30,poster_hor_print,까페메뉴,111,,O,640,453,1,https://file.miricanvas.com/template_json_thumb/2026/06/30/07/30/khkwo1mbgxpunu49/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kyahjmolfj9foig3,주황색 깔끔 분식 메뉴판 홍보,2026-06-30,banner,까페메뉴,215,,O,133,400,1,https://file.miricanvas.com/template_json_thumb/2026/06/30/07/30/kyahjmolfj9foig3/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k0n2oj7wy59fey50,흰색 깔끔 커피 메뉴 홍보,2026-06-30,banner,까페메뉴,225,,O,133,400,1,https://file.miricanvas.com/template_json_thumb/2026/06/30/07/30/k0n2oj7wy59fey50/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kgiqf52kbifxowce,흰색 깔끔 커피 메뉴 홍보,2026-06-30,instagram_default,까페메뉴,248,,O,400,400,1,https://file.miricanvas.com/template_json_thumb/2026/06/30/07/30/kgiqf52kbifxowce/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k9djzblzyna43fue,파랑 깔끔 아이스크림 라떼 메뉴판,2026-06-29,banner,까페메뉴,336,,O,133,400,1,https://file.miricanvas.com/template_json_thumb/2026/06/29/17/30/k9djzblzyna43fue/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kftt9yrwaxmslhwk,베이지 깔끔 카페 메뉴판 홍보,2026-06-29,poster_hor_print,까페메뉴,80,,O,640,453,1,https://file.miricanvas.com/template_json_thumb/2026/06/29/16/30/kftt9yrwaxmslhwk/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kkxwb5l4tnkt593q,파랑 깔끔 카페 메뉴 홍보,2026-06-29,placard_banner_ver,까페메뉴,314,,O,133,400,1,https://file.miricanvas.com/template_json_thumb/2026/06/29/13/30/kkxwb5l4tnkt593q/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kgnxw139i2hsc1lv,흰색 깔끔 카페 메뉴판 메뉴판,2026-06-29,placard_poster_hor,까페메뉴,15,,O,640,453,1,https://file.miricanvas.com/template_json_thumb/2026/06/29/10/30/kgnxw139i2hsc1lv/json_thumb.webp,O,노출기반후보,중간,1.0
2026-08-03,kozkbjzqcn4dkoqx,심플 카페 메뉴판 홍보물,2026-06-29,placard_poster_hor,까페메뉴,58,,O,640,453,1,https://file.miricanvas.com/template_json_thumb/2026/06/29/10/30/kozkbjzqcn4dkoqx/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k776tcj47ch0ru7j,노랑 레트로 디저트 메뉴판,2026-06-29,placard_poster_ver,까페메뉴,72,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/06/29/10/30/k776tcj47ch0ru7j/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k40c8wlu5rzjs71r,베이지 심플 이탈리안파스타 메뉴판,2026-06-29,placard_poster_ver,까페메뉴,262,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/06/29/10/30/k40c8wlu5rzjs71r/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kin7y1mzzef5rwo0,베이지 깔끔 커피 메뉴판,2026-06-29,instagram_image_ver,까페메뉴,334,,O,320,400,1,https://file.miricanvas.com/template_json_thumb/2026/06/29/10/30/kin7y1mzzef5rwo0/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kxhz1u2sey5aw1vv,갈색 깔끔 음료 메뉴 홍보,2026-06-29,placard_poster_hor,까페메뉴,113,,O,640,453,1,https://file.miricanvas.com/template_json_thumb/2026/06/29/09/30/kxhz1u2sey5aw1vv/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kstengosf1syr1zk,갈색 깔끔 음료 메뉴 홍보,2026-06-29,social_media_square,까페메뉴,280,,O,400,400,1,https://file.miricanvas.com/template_json_thumb/2026/06/29/09/30/kstengosf1syr1zk/json_thumb.webp,X,노출관측,중간,1.0
