수집일,템플릿ID,이름,썸네일날짜,카테고리,검색키워드,순위,페이지수,프리미엄,폭,높이,노출횟수,썸네일URL,노출후보플래그,신호라벨,신뢰도,판정규칙버전
2026-08-03,k8iwstqnapmstetl,갈색 깔끔 음료 메뉴 홍보,2026-06-29,banner,까페메뉴,289,,O,133,400,1,https://file.miricanvas.com/template_json_thumb/2026/06/29/09/30/k8iwstqnapmstetl/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k25236lyotjj47yo,베이지 깔끔 무화과 디저트 메뉴 홍보,2026-06-28,placard_poster_ver,까페메뉴,228,,O,1123,1587,1,https://file.miricanvas.com/template_json_thumb/2026/06/28/12/40/k25236lyotjj47yo/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kprpar765s9j45ci,베이지 깔끔 아이스크림 라떼 메뉴 홍보,2026-06-26,web_post_hor_poster,까페메뉴,368,,O,640,453,1,https://file.miricanvas.com/template_json_thumb/2026/06/26/11/30/kprpar765s9j45ci/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,klviaby5on0mewkq,흰색 심플 카페 메뉴판 메뉴 홍보,2026-06-25,poster_hor_print,까페메뉴,40,,O,640,453,1,https://file.miricanvas.com/template_json_thumb/2026/06/25/16/30/klviaby5on0mewkq/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kfu7idx8uitr04a3,갈색 깔끔 카페 메뉴판 메뉴 홍보,2026-06-25,poster_hor_print,까페메뉴,54,,O,640,453,1,https://file.miricanvas.com/template_json_thumb/2026/06/25/09/30/kfu7idx8uitr04a3/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kca0yko0zczxtds0,베이지 깔끔 카페 메뉴판 안내,2026-06-25,pop_print_420_297,까페메뉴,73,,O,640,453,1,https://file.miricanvas.com/template_json_thumb/2026/06/25/09/30/kca0yko0zczxtds0/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,krnal3irb1g3u3sy,갈색 깔끔 카페 메뉴 홍보,2026-06-24,poster_hor_print,까페메뉴,22,,O,640,451,1,https://file.miricanvas.com/template_json_thumb/2026/06/24/14/30/krnal3irb1g3u3sy/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kjbx5xveofhjletk,아이보리 깔끔 카페 메뉴판 홍보,2026-06-24,placard_poster_ver,까페메뉴,34,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/06/24/14/30/kjbx5xveofhjletk/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kkvkq2pmtqae2u1f,흰색 깔끔 카페 메뉴판 홍보,2026-06-24,banner,까페메뉴,55,,O,133,400,1,https://file.miricanvas.com/template_json_thumb/2026/06/24/14/30/kkvkq2pmtqae2u1f/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kwrqdkvhdjaqddbe,분홍색 깔끔 카페 메뉴판 홍보,2026-06-24,poster_hor_print,까페메뉴,64,,O,640,453,1,https://file.miricanvas.com/template_json_thumb/2026/06/24/14/30/kwrqdkvhdjaqddbe/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k58bf3cr09ozwks5,흰색 심플 카페 메뉴판 홍보,2026-06-24,poster_hor_print,까페메뉴,107,,O,640,453,1,https://file.miricanvas.com/template_json_thumb/2026/06/24/14/30/k58bf3cr09ozwks5/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kmk7473674fx57ae,베이지 심플 카페 메뉴판 홍보,2026-06-24,lenticular_poster_hor_print,까페메뉴,42,,O,640,453,1,https://file.miricanvas.com/template_json_thumb/2026/06/24/12/30/kmk7473674fx57ae/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,knxqnc2euqpoqsf5,베이지 깔끔 카페 메뉴 홍보,2026-06-23,poster_hor_print,까페메뉴,61,,O,640,453,1,https://file.miricanvas.com/template_json_thumb/2026/06/23/16/30/knxqnc2euqpoqsf5/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,ke7f06xlj4ao4dnx,연두 미니멀 카페 메뉴판 메뉴 홍보,2026-06-23,pop_print_420_297,까페메뉴,93,,O,640,453,1,https://file.miricanvas.com/template_json_thumb/2026/06/23/16/30/ke7f06xlj4ao4dnx/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kjdjinztkkrgbnrd,베이지 심플 카페 메뉴판 홍보,2026-06-23,pop_print_420_297,까페메뉴,32,,O,640,453,1,https://file.miricanvas.com/template_json_thumb/2026/06/23/13/30/kjdjinztkkrgbnrd/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k2wr45zxuuiann5t,연두 미니멀 말차라떼 메뉴판 홍보,2026-06-23,placard_poster_ver,까페메뉴,258,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/06/23/12/30/k2wr45zxuuiann5t/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kjcv2nnyxuwicvyf,초록 심플 음료 메뉴 홍보,2026-06-23,instagram_video_story,까페메뉴,342,,O,225,400,1,https://file.miricanvas.com/template_json_thumb/2026/06/23/12/30/kjcv2nnyxuwicvyf/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,ksfebiwzexqh7jte,연두 미니멀 말차라떼 메뉴홍보,2026-06-23,instagram_image_ver,까페메뉴,370,,O,320,400,1,https://file.miricanvas.com/template_json_thumb/2026/06/23/11/30/ksfebiwzexqh7jte/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kmn73i4yac6hecgl,흰색 깔끔 카페 메뉴판 홍보,2026-06-23,poster_hor_print,까페메뉴,39,,O,640,453,1,https://file.miricanvas.com/template_json_thumb/2026/06/23/10/30/kmn73i4yac6hecgl/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kgi5d5ytkpvo5zgq,베이지 심플 카페 메뉴 홍보,2026-06-22,poster_ver_print,까페메뉴,120,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/06/22/19/30/kgi5d5ytkpvo5zgq/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k6wu2i9wq7qldkv1,파랑 심플 카페 메뉴판 메뉴판,2026-06-22,poster_ver_print,까페메뉴,140,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/06/22/19/30/k6wu2i9wq7qldkv1/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kkkw9y347bc9j6tl,베이지 심플  카페 메뉴 홍보,2026-06-22,poster_ver_print,까페메뉴,226,,O,1123,1587,1,https://file.miricanvas.com/template_json_thumb/2026/06/22/19/30/kkkw9y347bc9j6tl/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kyuao1asax8wf86l,아이보리 깔끔 카페 메뉴판 메뉴 홍보,2026-06-22,pop_print_420_297,까페메뉴,33,,O,640,453,1,https://file.miricanvas.com/template_json_thumb/2026/06/22/17/30/kyuao1asax8wf86l/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kzc8v9nqbjljevqv,연두 깔끔 카페 메뉴판 메뉴 홍보,2026-06-22,pop_print_420_297,까페메뉴,150,,O,640,453,1,https://file.miricanvas.com/template_json_thumb/2026/06/22/17/30/kzc8v9nqbjljevqv/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k8u5tyetmyoo36z0,말차라떼 찻집 포스터,2026-06-22,poster_hor_print,까페메뉴,173,,O,640,451,1,https://file.miricanvas.com/template_json_thumb/2026/06/22/17/30/k8u5tyetmyoo36z0/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kfd2h3qgx7px57wc,말차라떼 찻집 포스터,2026-06-22,banner,까페메뉴,241,,O,133,400,1,https://file.miricanvas.com/template_json_thumb/2026/06/22/17/30/kfd2h3qgx7px57wc/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,key8klzph527z4ye,말차라떼 찻집 포스터,2026-06-22,placard_square,까페메뉴,273,,O,400,400,1,https://file.miricanvas.com/template_json_thumb/2026/06/22/17/30/key8klzph527z4ye/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kmjxjhvmx6dnvb8n,참외컵빙수 포스터,2026-06-19,placard_poster_ver,까페메뉴,408,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/06/19/18/30/kmjxjhvmx6dnvb8n/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kignkn23ca9i5mqf,베이지 깔끔 카페 메뉴판 홍보,2026-06-19,poster_hor_print,까페메뉴,45,,O,640,453,1,https://file.miricanvas.com/template_json_thumb/2026/06/19/09/30/kignkn23ca9i5mqf/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kpewvtqqtbqbwrle,베이지 심플 카페 메뉴판 메뉴 홍보,2026-06-18,poster_hor_print,까페메뉴,35,,O,640,453,1,https://file.miricanvas.com/template_json_thumb/2026/06/18/10/30/kpewvtqqtbqbwrle/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kllvdzqkb9pdo6vk,흑백 깔끔 카페 메뉴판 홍보,2026-06-18,placard_poster_ver,까페메뉴,44,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/06/18/10/30/kllvdzqkb9pdo6vk/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kdirisheiu7tzct1,검정 기본 카페 메뉴 안내,2026-06-18,placard_square,까페메뉴,53,,O,400,400,1,https://file.miricanvas.com/template_json_thumb/2026/06/18/10/30/kdirisheiu7tzct1/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kg2z9u7cqyjrdy7t,흑백 깔끔 카페 메뉴판 홍보,2026-06-18,banner,까페메뉴,91,,O,133,400,1,https://file.miricanvas.com/template_json_thumb/2026/06/18/10/30/kg2z9u7cqyjrdy7t/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kqv1cwsmoy3vjjh3,파랑 심플 카페 메뉴판 홍보,2026-06-17,poster_hor_print,까페메뉴,71,,O,640,453,1,https://file.miricanvas.com/template_json_thumb/2026/06/17/10/30/kqv1cwsmoy3vjjh3/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k3nj05y3c3nd3maw,흰색 깔끔 카페 메뉴판 홍보,2026-06-17,pop_print_420_297,까페메뉴,74,,O,640,453,1,https://file.miricanvas.com/template_json_thumb/2026/06/17/10/30/k3nj05y3c3nd3maw/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kld8ekl2hssl6t08,베이지 깔끔 카페 메뉴판 홍보,2026-06-15,poster_hor_print,까페메뉴,81,,O,640,453,1,https://file.miricanvas.com/template_json_thumb/2026/06/15/17/30/kld8ekl2hssl6t08/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k5vl125tmn5dk35i,초록 미니멀 아이스 음료 메뉴판,2026-06-15,placard_poster_ver,까페메뉴,95,,O,283,400,1,https://file.miricanvas.com/template_thumb/2026/06/15/17/30/k5vl125tmn5dk35i/thumb.webp,X,노출관측,중간,1.0
2026-08-03,ki2suxu6txctgg7u,베이지 심플 음료 안내,2026-06-15,vertical_menu,까페메뉴,110,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/06/15/17/30/ki2suxu6txctgg7u/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k6ewjep2rtomiah7,레드 모던 음료 광고,2026-06-15,poster_ver_print,까페메뉴,392,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/06/15/17/30/k6ewjep2rtomiah7/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kr1dvlinkogchjfq,베이지 깔끔 카페 메뉴 홍보,2026-06-11,poster_hor_print,까페메뉴,84,,O,640,453,1,https://file.miricanvas.com/template_json_thumb/2026/06/11/11/30/kr1dvlinkogchjfq/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kn936e7hb0xxqgu8,베이지 깔끔 커피 메뉴판,2026-06-11,poster_hor_print,까페메뉴,200,,O,640,453,1,https://file.miricanvas.com/template_json_thumb/2026/06/11/11/30/kn936e7hb0xxqgu8/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kritwiy9jdj7i78q,베이지 깔끔 카페 메뉴판 홍보,2026-06-11,poster_hor_print,까페메뉴,105,,O,640,453,1,https://file.miricanvas.com/template_json_thumb/2026/06/11/09/30/kritwiy9jdj7i78q/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,ktegmkvm2tb4mtnw,흰색 깔끔 카페 메뉴판 안내,2026-06-10,poster_hor_print,까페메뉴,75,,O,640,453,1,https://file.miricanvas.com/template_json_thumb/2026/06/10/18/30/ktegmkvm2tb4mtnw/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k45qu2o8d5qnun98,흑백 모던 카페메뉴판 홍보,2026-06-08,poster_hor_print,까페메뉴,101,,O,640,453,1,https://file.miricanvas.com/template_json_thumb/2026/06/08/16/30/k45qu2o8d5qnun98/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k1dnh481d1j8e8i5,흰색 심플 카페 메뉴판 메뉴 홍보,2026-06-05,pop_print_420_297,까페메뉴,83,,O,640,453,1,https://file.miricanvas.com/template_json_thumb/2026/06/05/20/50/k1dnh481d1j8e8i5/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kofup790uoqr5nxr,갈색 깔끔 아이스크림 라떼 메뉴판 홍보,2026-06-05,placard_poster_ver,까페메뉴,211,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/06/05/20/50/kofup790uoqr5nxr/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,ksjdc2qarytj39h1,분홍 아기자기 카페 메뉴판,2026-06-02,vertical_menu,까페메뉴,287,,O,891,1260,1,https://file.miricanvas.com/template_json_thumb/2026/06/02/17/30/ksjdc2qarytj39h1/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kzjkf6n9j5wynj0v,핑크 빈티지 체리 디저트 메뉴 안내,2026-06-02,poster_ver_print,까페메뉴,206,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/06/02/14/30/kzjkf6n9j5wynj0v/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,k8zb6zwcl7pawag2,베이지 심플 아이스크림 라떼 메뉴 홍보,2026-05-27,placard_poster_ver,까페메뉴,250,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/05/27/14/30/k8zb6zwcl7pawag2/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kojtech3zscdy1td,흰색 심플 치즈케이크 카페 홍보,2026-05-18,placard_poster_ver,까페메뉴,220,,O,283,400,1,https://file.miricanvas.com/template_json_thumb/2026/05/18/13/30/kojtech3zscdy1td/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kvw0pbpblipgsrqf,흰색 깔끔 커피 메뉴판 메뉴 홍보,2026-03-27,poster_hor_print,까페메뉴,327,,O,1280,906,1,https://file.miricanvas.com/template_json_thumb/2026/03/27/13/30/kvw0pbpblipgsrqf/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kbxqpm67zful65f8,힙한 카페 메뉴판,2026-03-24,banner,까페메뉴,337,,O,133,400,1,https://file.miricanvas.com/template_thumb/2026/03/24/18/30/kbxqpm67zful65f8/thumb.webp,X,노출관측,중간,1.0
2026-08-03,khsug9zjt7x2vjw3,흰색 깔끔 카페 메뉴판 홍보,2026-03-20,placard_square,까페메뉴,402,,O,1280,1280,1,https://file.miricanvas.com/template_json_thumb/2026/03/20/10/30/khsug9zjt7x2vjw3/json_thumb.webp,X,노출관측,중간,1.0
2026-08-03,kvj4fyxn1m44qk2n,흑백 심플 카페 메뉴판 메뉴 홍보,2026-02-27,placard_poster_ver,까페메뉴,272,,O,283,400,1,https://file.miricanvas.com/template_thumb/2026/02/27/09/30/kvj4fyxn1m44qk2n/thumb.webp,X,노출관측,중간,1.0
2026-08-03,ku5cyubrz4ocwber,화이트 깔끔 커피 메뉴판 홍보,2026-02-27,placard_poster_ver,까페메뉴,145,,O,283,400,1,https://file.miricanvas.com/template_thumb/2026/02/27/07/30/ku5cyubrz4ocwber/thumb.webp,X,노출관측,중간,1.0
2026-08-03,kivaqx9be2078u66,베이지 깔끔 카페 메뉴판 홍보,2026-02-26,poster_hor_print,까페메뉴,389,,O,640,453,1,https://file.miricanvas.com/template_thumb/2026/02/26/12/30/kivaqx9be2078u66/thumb.webp,X,노출관측,중간,1.0
2026-08-03,kxttduhreayq3iae,흑백 미니멀 카페 메뉴판 홍보,2026-02-25,placard_poster_ver,까페메뉴,340,,O,283,400,1,https://file.miricanvas.com/template_thumb/2026/02/25/17/30/kxttduhreayq3iae/thumb.webp,X,노출관측,중간,1.0
2026-08-03,k6qc7u3j0sowzvt4,카페 시그니쳐 메뉴판 스탠다드버전 포스터,2026-02-24,placard_poster_ver,까페메뉴,259,,O,283,400,1,https://file.miricanvas.com/template_thumb/2026/02/24/11/30/k6qc7u3j0sowzvt4/thumb.webp,X,노출관측,중간,1.0
2026-08-03,k1t2ugzzm36pnnlh,베이지 심플 카페 메뉴판 메뉴 홍보,2026-02-24,placard_poster_ver,까페메뉴,308,,O,283,400,1,https://file.miricanvas.com/template_thumb/2026/02/24/10/30/k1t2ugzzm36pnnlh/thumb.webp,X,노출관측,중간,1.0
2026-08-03,kekem7shzucxv7ne,힙한 카페 메뉴판,2026-02-23,placard_poster_ver,까페메뉴,261,,O,283,400,1,https://file.miricanvas.com/template_thumb/2026/02/23/02/00/kekem7shzucxv7ne/thumb.webp,X,노출관측,중간,1.0
2026-08-03,k728kf322461o1l3,초록 깔끔 카페 메뉴판,2026-02-12,poster_hor_print,까페메뉴,292,,O,640,453,1,https://file.miricanvas.com/template_thumb/2026/02/12/08/30/k728kf322461o1l3/thumb.webp,X,노출관측,중간,1.0
2026-08-03,ko9afxrsox90ezox,파랑 깔끔 카페 메뉴 홍보,2026-02-05,placard_poster_ver,까페메뉴,409,,O,283,400,1,https://file.miricanvas.com/template_thumb/2026/02/05/17/30/ko9afxrsox90ezox/thumb.webp,X,노출관측,중간,1.0
2026-08-03,k91yano0iwniwu0u,회색 심플 메뉴판 안내,2026-01-14,poster_hor_print,까페메뉴,204,,O,640,453,1,https://file.miricanvas.com/template_thumb/2026/01/14/17/30/k91yano0iwniwu0u/thumb.webp,X,노출관측,중간,1.0
2026-08-03,kz94rsllj289h2z6,회색 심플 메뉴판 안내,2026-01-14,placard_square,까페메뉴,239,,O,400,400,1,https://file.miricanvas.com/template_thumb/2026/01/14/17/30/kz94rsllj289h2z6/thumb.webp,X,노출관측,중간,1.0
2026-08-03,kie4cnvvm0tre6js,베이지 심플 카페 메뉴판,2026-01-13,placard_square,까페메뉴,243,,O,400,400,1,https://file.miricanvas.com/template_thumb/2026/01/13/08/30/kie4cnvvm0tre6js/thumb.webp,X,노출관측,중간,1.0
2026-08-03,krfuegjfvishylk8,베이지 심플 카페 메뉴판,2026-01-13,poster_hor_print,까페메뉴,312,,O,640,453,1,https://file.miricanvas.com/template_thumb/2026/01/13/08/30/krfuegjfvishylk8/thumb.webp,X,노출관측,중간,1.0
2026-08-03,krj2t139taxvrpa9,베이지 심플 카페 메뉴판,2026-01-06,poster_hor_print,까페메뉴,406,,O,400,283,1,https://file.miricanvas.com/template_thumb/2026/01/06/15/30/krj2t139taxvrpa9/thumb.webp,X,노출관측,중간,1.0
2026-08-03,kwj3lccw361eckjj,베이지 심플 카페 메뉴판,2025-12-30,placard_square,까페메뉴,366,,O,400,400,1,https://file.miricanvas.com/template_thumb/2025/12/30/17/50/kwj3lccw361eckjj/thumb.webp,X,노출관측,중간,1.0
2026-08-03,kqglmtwfmcplnjfi,카페 메뉴판 포스터,2025-12-29,placard_poster_ver,까페메뉴,320,,O,283,400,1,https://file.miricanvas.com/template_thumb/2025/12/29/15/30/kqglmtwfmcplnjfi/thumb.webp,X,노출관측,중간,1.0
2026-08-03,ktqapheoloimm0i7,베이지 심플 카페 메뉴판,2025-12-29,poster_ver_print,까페메뉴,397,,O,283,400,1,https://file.miricanvas.com/template_thumb/2025/12/29/14/30/ktqapheoloimm0i7/thumb.webp,X,노출관측,중간,1.0
2026-08-03,k5iq0oii53qtsrg0,검정 심플 카페 메뉴판,2025-12-26,placard_poster_ver,까페메뉴,301,,O,283,400,1,https://file.miricanvas.com/template_thumb/2025/12/26/10/30/k5iq0oii53qtsrg0/thumb.webp,X,노출관측,중간,1.0
2026-08-03,kfkin1q0cob0u55q,베이지 깔끔 카페 메뉴판,2025-12-26,placard_poster_ver,까페메뉴,365,,O,283,400,1,https://file.miricanvas.com/template_thumb/2025/12/26/10/30/kfkin1q0cob0u55q/thumb.webp,X,노출관측,중간,1.0
2026-08-03,keg4jlaviqk6r5k3,베이지 심플 카페 메뉴판 안내,2025-12-26,placard_poster_ver,까페메뉴,367,,O,283,400,1,https://file.miricanvas.com/template_thumb/2025/12/26/10/30/keg4jlaviqk6r5k3/thumb.webp,X,노출관측,중간,1.0
2026-08-03,kzf5r2cw0ejs647i,회색 깔끔 카페 메뉴판,2025-12-26,placard_poster_ver,까페메뉴,385,,O,283,400,1,https://file.miricanvas.com/template_thumb/2025/12/26/10/30/kzf5r2cw0ejs647i/thumb.webp,X,노출관측,중간,1.0
2026-08-03,kpi0bdxanlkedjnt,카페 시그니쳐 메뉴판 포스터,2025-12-24,placard_poster_ver,까페메뉴,203,,O,283,400,1,https://file.miricanvas.com/template_thumb/2025/12/24/16/30/kpi0bdxanlkedjnt/thumb.webp,X,노출관측,중간,1.0
2026-08-03,kb4f30soygqrm0rp,베이지 깔끔 카페 메뉴판,2025-12-24,placard_poster_ver,까페메뉴,311,,O,283,400,1,https://file.miricanvas.com/template_thumb/2025/12/24/13/30/kb4f30soygqrm0rp/thumb.webp,X,노출관측,중간,1.0
2026-08-03,kvtqndpdxg11qcmg,파랑 심플 카페 메뉴판,2025-12-19,poster_hor_print,까페메뉴,260,,O,640,453,1,https://file.miricanvas.com/template_thumb/2025/12/19/13/30/kvtqndpdxg11qcmg/thumb.webp,X,노출관측,중간,1.0
2026-08-03,kjm4l999c7rm0pky,회색 심플 메뉴판 안내,2025-12-19,placard_poster_ver,까페메뉴,279,,O,281,400,1,https://file.miricanvas.com/template_thumb/2025/12/19/10/30/kjm4l999c7rm0pky/thumb.webp,X,노출관측,중간,1.0
2026-08-03,knxp9t7y3h3na9tj,베이지 심플 카페 메뉴판,2025-12-19,placard_poster_ver,까페메뉴,348,,O,281,400,1,https://file.miricanvas.com/template_thumb/2025/12/19/10/30/knxp9t7y3h3na9tj/thumb.webp,X,노출관측,중간,1.0
2026-08-03,kx7pvpgw3mswkts5,검정 심플 카페 메뉴판 안내,2025-12-19,placard_poster_ver,까페메뉴,1,,O,281,400,1,https://file.miricanvas.com/template_thumb/2025/12/19/09/30/kx7pvpgw3mswkts5/thumb.webp,O,노출기반후보,중간,1.0
2026-08-03,k4tv6t0pfb4b9bsr,갈색 깔끔 카페 메뉴판,2025-12-09,placard_poster_ver,까페메뉴,377,,O,281,400,1,https://file.miricanvas.com/template_thumb/2025/12/09/15/30/k4tv6t0pfb4b9bsr/thumb.webp,X,노출관측,중간,1.0
2026-08-03,kriwc4rb8plskj77,회색 깔끔 미용실 음료 메뉴판,2025-11-25,placard_poster_ver,까페메뉴,263,,O,283,400,1,https://file.miricanvas.com/template_thumb/2025/11/25/17/30/kriwc4rb8plskj77/thumb.webp,X,노출관측,중간,1.0
2026-08-03,kn8um4wp1apvtluj,민트 모던 카페 메뉴 인스타그램 게시물,2025-11-13,instagram_image_ver,까페메뉴,171,,O,320,400,1,https://file.miricanvas.com/template_thumb/2025/11/13/09/10/kn8um4wp1apvtluj/thumb.webp,X,노출관측,중간,1.0
2026-08-03,kss3b5jrrpn8wzsy,파란색과 하얀색의 심플하고 깔끔한 텍스트 정렬 레이아웃 스타일 카페 메뉴판 안내 및 홍보용 ,2025-11-13,mug_cup_hor,까페메뉴,269,,O,800,398,1,https://file.miricanvas.com/template_thumb/2025/11/13/02/30/kss3b5jrrpn8wzsy/thumb.webp,X,노출관측,중간,1.0
